latitude,longitude,NumOfCloseListings,PerSqm,Deviation_price_per_sqm
48.20112965,16.34415315,594,14544.77612,0.8034
48.20112965,16.34415315,594,15613.13869,0.9359
48.20112965,16.34415315,594,15360.82474,0.9046
48.20112965,16.34415315,594,3636.363636,-0.5491
48.20112965,16.34415315,594,14722.22222,0.8254
48.20099209,16.33928146,462,6326.923077,-0.2155
48.20740678,16.34209204,562,6660.611565,-0.1741
48.20760608,16.34247085,570,9833.302117,0.2193
48.20112965,16.34415315,594,7681.318681,-0.0476
48.20112965,16.34415315,594,6774.193548,-0.1601
48.2007698,16.34935989,689,8697.566883,0.0784
48.20260356,16.34765071,672,7681.318681,-0.1493
48.20260356,16.34765071,672,6774.193548,-0.2497
48.19977947,16.34137172,519,7629.213483,-0.155
48.20158048,16.35042706,675,12842.10526,0.4223
48.20158048,16.35042706,675,12342.56927,0.367
48.20158048,16.35042706,675,17982.45614,0.9916
48.20158048,16.35042706,675,15306.12245,0.6952
48.20158048,16.35042706,675,14529.91453,0.6092
48.20158048,16.35042706,675,18181.81818,1.0137
48.20158048,16.35042706,675,16851.85185,0.8664
48.20158048,16.35042706,675,11643.83562,0.2896
48.20158048,16.35042706,675,10675.67568,0.1824
48.20158048,16.35042706,675,12698.4127,0.4064
48.20158048,16.35042706,675,17701.86335,0.9606
48.20158048,16.35042706,675,13013.69863,0.4413
48.20158048,16.35042706,675,11538.46154,0.2779
48.20158048,16.35077038,651,9900,0.0965
48.20260356,16.34765071,672,6540.983607,-0.2756
48.20910506,16.3512156,533,12953.36788,0.4346
48.21076907,16.34955806,536,15691.8239,0.7379
48.21244342,16.34583119,544,15593.75,0.7271
48.21076907,16.34955806,536,9444.444444,0.046
48.21076907,16.34955806,536,3346.153846,-0.6294
48.21076907,16.34955806,536,9044.94382,0.0018
48.21076907,16.34955806,536,10483.87097,0.1611
48.20941175,16.34553309,631,8839.285714,-0.021
48.21076907,16.34955806,536,8677.419355,-0.0389
48.21076907,16.34955806,536,9201.754386,0.0191
48.20897306,16.34076986,525,8889.830508,-0.0154
48.20897306,16.34076986,525,9115.942029,0.0096
48.20897306,16.34076986,525,11538.46154,0.2779
48.20897306,16.34076986,525,11605.6338,0.2854
48.20897306,16.34076986,525,12060.97561,0.3358
48.20897306,16.34076986,525,10463.41463,0.1589
48.20897306,16.34076986,525,8991.22807,-0.0042
48.21076907,16.34955806,536,7653.846154,-0.1523
48.21127903,16.35203075,442,9354.83871,0.0361
48.21076907,16.34955806,536,3445.544554,-0.6184
48.20733478,16.35277642,503,8180.327869,-0.094
48.21076907,16.34955806,536,10338.98305,0.1451
48.21076907,16.34955806,536,9069.767442,0.0045
48.20947785,16.34494759,605,7858.267717,-0.1297
48.21197513,16.34396717,544,7635.294118,-0.1544
48.21384889,16.35360779,352,8358.208955,-0.0743
48.20970545,16.35478993,382,10980,0.2161
48.21076907,16.34955806,536,7272.727273,-0.1945
48.21076907,16.34955806,536,19215.68627,1.1282
48.21485699,16.34314099,509,9044.94382,0.0018
48.21246353,16.33967926,505,6500,-0.2801
48.22790958,16.35507387,345,7931.034483,-0.243
48.22407604,16.35416339,331,14122.1374,0.3479
48.21791943,16.36339442,279,10344.82759,-0.0126
48.2188704,16.34474453,387,10417.91045,-0.0056
48.21756293,16.36251149,269,13294.79769,0.269
48.22352766,16.35953631,351,10476.19048,-0.0001
48.22704595,16.35919606,364,5000,-0.5228
48.22352766,16.35953631,351,3321.917808,-0.6829
48.22821708,16.35908539,355,6500,-0.3796
48.22417461,16.36457775,340,16430.55556,0.5683
48.22821708,16.35908539,355,6427.927928,-0.3865
48.22352766,16.35953631,351,15164.10256,0.4474
48.22352766,16.35953631,351,9694.444444,-0.0747
48.22352766,16.35953631,351,5812.5,-0.4452
48.22821708,16.35908539,355,6500,-0.3796
48.22821708,16.35908539,355,6437.5,-0.3856
48.22810971,16.35554594,346,8068.965517,-0.2298
48.22352766,16.35953631,351,8777.027027,-0.1623
48.22627423,16.36465344,370,7900,-0.246
48.22793817,16.35503096,343,7931.034483,-0.243
48.22793817,16.35503096,343,8017.241379,-0.2348
48.22352766,16.35953631,351,6071.428571,-0.4205
48.22352766,16.35953631,351,12458.33333,0.1891
48.22321629,16.35489359,314,14122.1374,0.3479
48.22321629,16.35489359,314,13812.1547,0.3183
48.22321629,16.35489359,314,14320.98765,0.3669
48.21647091,16.34780656,394,6558.823529,-0.374
48.22573317,16.35648215,354,6727.272727,-0.3579
48.22573317,16.35648215,354,6547.619048,-0.375
48.22573317,16.35648215,354,14560.43956,0.3898
48.23191096,16.35573042,217,7388.888889,-0.2948
48.22352766,16.35953631,351,5940.366972,-0.433
48.22352766,16.35953631,351,9186.046512,-0.1232
48.21767731,16.36251149,265,16473.98844,0.5724
48.21767731,16.36251149,265,16727.27273,0.5966
48.2241904,16.35360549,332,13812.1547,0.3183
48.2241904,16.35360549,332,14320.98765,0.3669
48.22326185,16.36666302,349,9328.358209,-0.1096
48.22326185,16.36666302,349,9186.046512,0.5007
48.13182474,16.42499916,0,6534.343434,0.0675
48.13182474,16.42499916,0,6678.723404,0.0911
48.15278123,16.39161148,3,3901.408451,-0.3626
48.17022847,16.36683583,108,3972.60274,-0.351
48.17699435,16.36270507,187,4763.00578,-0.2219
48.15278123,16.39161148,3,5061.538462,-0.1731
48.17693377,16.37891337,305,4788.461538,-0.2177
48.17299348,16.3751921,249,4656.25,-0.2393
48.17693712,16.36270507,187,4763.00578,-0.2219
48.18003495,16.37306801,261,6042.253521,-0.0129
48.17034296,16.36683583,111,3510.416667,-0.4265
48.17246721,16.36887472,197,5202.898551,-0.15
48.17479426,16.38214946,222,5876.068376,-0.04
48.1762433,16.37637621,314,4800,-0.2158
48.16906078,16.37432611,146,4742.857143,-0.2251
48.17735575,16.37266823,298,4473.684211,-0.2691
48.17184458,16.36486613,122,4128.571429,-0.3255
48.17323158,16.36786762,199,5673.076923,-0.0732
48.17511588,16.3679212,212,4722.222222,-0.2285
48.17511588,16.3679212,212,5113.636364,-0.1646
48.18483974,16.384279,147,9991.452991,0.6323
48.17204979,16.36710792,173,3200,-0.4772
48.17204979,16.36710792,173,4120,-0.3269
48.16339857,16.38371004,46,4104.477612,-0.3294
48.17709369,16.36471982,172,4609.375,-0.247
48.17546691,16.37497815,306,5083.333333,-0.1695
48.17219289,16.36753708,178,5065.217391,-0.1725
48.17219289,16.36753708,178,4515.625,-0.2623
48.17219289,16.36753708,178,5729.72973,-0.0639
48.17219289,16.36753708,178,5702.702703,-0.0683
48.17219289,16.36753708,178,5645.833333,-0.0776
48.17219289,16.36753708,178,5918.367347,-0.0331
48.177675,16.37942492,302,5416.666667,-0.1151
48.17266511,16.38647692,126,4652.777778,-0.2399
48.13544821,16.38463282,5,4224.137931,-0.3099
48.13513317,16.38458991,5,6600,0.0783
48.17867804,16.36763488,212,3927.813163,-0.3583
48.17207841,16.36753708,175,5088.235294,-0.1687
48.17701128,16.38045305,274,4224.137931,-0.3099
48.17207841,16.36753708,175,5096.774194,-0.1673
48.17207841,16.36753708,175,5062.5,-0.1729
48.17246189,16.37335423,217,4966.666667,-0.1886
48.16942437,16.34473329,6,4772.727273,-0.2203
48.17240465,16.37344006,214,3772.727273,-0.3836
48.17680752,16.36450524,171,3808.510638,-0.3778
48.1436983,16.40012149,8,8246.91358,0.3473
48.1436983,16.40012149,8,9010.204082,0.472
48.17400647,16.37551529,268,5870.967742,-0.0408
48.17741298,16.37262532,297,4439.393939,-0.2747
48.17412094,16.37521489,264,6628.571429,0.0829
48.1734839,16.36300412,151,4285.714286,-0.2998
48.1732339,16.35627554,78,4400,-0.2812
48.16130248,16.46757642,5,6351.851852,0.1163
48.16129478,16.46754639,5,5571.428571,-0.0208
48.18279187,16.40604361,63,4458.823529,-0.2164
48.16938514,16.41344895,13,4542.857143,-0.2016
48.18003827,16.41952441,46,5571.428571,-0.0208
48.15831102,16.42896642,3,3556.521739,-0.375
48.15505307,16.45084047,1,3451.417004,-0.3934
48.16291468,16.42426289,27,5956.25,0.0468
48.16177613,16.46709565,5,4438.157895,-0.22
48.17804875,16.37833081,308,4465.116279,-0.2153
48.16104571,16.46800121,5,3553.008596,-0.3756
48.14876472,16.46257285,1,4599.358974,-0.1917
48.15260096,16.47145239,1,5399,-0.0511
48.17694937,16.41370013,85,5026.503381,-0.1166
48.16939236,16.41313783,13,3214.285714,-0.4351
48.18193316,16.31914436,121,6122.641509,0.0596
48.18159195,16.34273178,246,5483.870968,-0.0509
48.18144226,16.34275097,245,5357.17033,-0.0728
48.18126931,16.34261001,238,7091.633466,0.2274
48.17725413,16.3323447,179,4607.142857,-0.2026
48.18287401,16.33125223,286,3754.180602,-0.3503
48.17265334,16.33216875,64,7957.295374,0.3772
48.17292111,16.32098976,76,5865.816548,0.0152
48.17986439,16.32447604,170,7075.471698,0.2246
48.15708931,16.29738305,5,5305.410122,-0.0818
48.1572753,16.29686959,4,5290.364583,-0.0844
48.15767136,16.297074,4,5618.899734,-0.0275
48.18387921,16.34429649,303,3866.283978,-0.3309
48.17259566,16.33221745,62,6070.110701,0.0506
48.18275257,16.34436424,263,5733.333333,-0.0077
48.15850359,16.2956175,4,5238.54422,-0.0934
48.18228933,16.3341081,266,4500,-0.2212
48.15785348,16.29629401,4,6051.291722,0.0473
48.157688,16.296794,4,5291.940789,-0.0841
48.18484265,16.33635396,341,5383.076923,-0.0683
48.15762476,16.2951639,3,5960.48075,0.0316
48.18055882,16.32102534,135,5208.955224,-0.0985
48.1825763,16.25879957,4,10149.66163,0.3681
48.17493747,16.26631354,9,7905.063291,0.0655
48.17548953,16.28653811,11,6213.808463,-0.1624
48.16862729,16.28998441,10,11415.96316,0.5387
48.1777109,16.28460444,8,5381.944444,-0.2746
48.19170212,16.27396268,40,5838.739574,-0.213
48.16912367,16.28355721,13,4523.809524,-0.3902
48.18806093,16.27607325,42,6152.822815,-0.1707
48.17551815,16.28662394,11,6185.749734,-0.1662
48.18998823,16.2759816,42,5011.554969,-0.3245
48.19089013,16.282009,42,4487.473617,-0.3951
48.17364709,16.2997173,9,4057.667713,-0.4531
48.18809632,16.26662529,28,5294.117647,-0.2864
48.16797988,16.28477673,13,6722.689076,-0.0939
48.18975436,16.28388963,43,8322.916667,0.1218
48.19973546,16.27690404,8,8494.623656,0.3125
48.1990145,16.31102297,123,4666.666667,-0.2789
48.19410041,16.29795485,89,5854.943274,-0.0953
48.19018334,16.30514661,102,7164.319249,0.107
48.20064462,16.30659426,66,8645.460291,0.3358
48.19798661,16.28457054,36,5000,-0.2274
48.20996882,16.21626359,12,6424.540324,-0.0073
48.20136514,16.30997313,81,6433.364031,-0.006
48.2159502,16.22922219,1,8373.138522,0.2937
48.20161115,16.31124812,87,5119.047619,-0.209
48.20085816,16.30506117,59,8627.337014,0.333
48.20534334,16.25893313,17,8638.095238,0.3347
48.19544303,16.31317727,169,8309.390594,0.2839
48.195856,16.29285431,64,7926.829268,0.2248
48.20755136,16.26239015,9,9473.684211,0.4638
48.19877542,16.30206705,59,9083.34682,0.4035
48.19138588,16.30597517,110,5770.938147,-0.1083
48.20967722,16.23250507,3,5461.538462,-0.1561
48.1903707,16.33658195,477,4538.461538,-0.3027
48.20036101,16.33344219,401,7001.078749,0.0756
48.19907021,16.31628427,202,8019.289159,0.232
48.19510472,16.32140047,277,5000,-0.2318
48.20360434,16.33119535,362,6554.099089,0.0069
48.18869434,16.33540834,443,6985.714286,0.0732
48.19752946,16.32152832,269,6223.175966,-0.0439
48.18464794,16.32809809,284,5333.333333,-0.1806
48.19446273,16.33513086,484,5668.850806,-0.1291
48.22084,16.31627,131,5456.97619,-0.0233
48.22084,16.31627,131,5305.608696,-0.0504
48.22084,16.31627,131,5768.531915,0.0325
48.22084,16.31627,131,5436.833333,-0.0269
48.20814,16.32377,219,5439.473684,-0.0264
48.20814,16.32377,219,5443.434783,-0.0257
48.20814,16.32377,219,5500,-0.0156
48.20814,16.32377,219,6500,0.1634
48.20786,16.32913,339,3933.333333,-0.296
48.20814,16.32377,219,6618.181818,0.1846
48.22089,16.29559,3,9554.347826,0.7101
48.22089,16.29559,3,9290.697674,0.6629
48.21505,16.32036,190,4483.870968,-0.1974
48.21617,16.28395,2,8260.869565,0.4786
48.21222,16.33328,428,5111.111111,-0.0852
48.21222,16.33328,428,4915.254237,-0.1202
48.21222,16.33328,428,8589.74359,0.5375
48.21222,16.33328,428,8333.333333,0.4916
48.21711,16.31783,154,4913.385827,-0.1206
48.21634,16.28388,2,9411.764706,0.6846
48.21865,16.3189,162,5059.701493,-0.0944
48.22084,16.31627,131,5893.934783,0.0549
48.22084,16.31627,131,5539.415094,-0.0085
48.21845,16.31534,150,4276.923077,-0.2345
48.21009,16.30981,56,5181.818182,-0.0725
48.23234,16.29843,5,8153.846154,0.2914
48.23234,16.29843,5,8538.461538,0.3523
48.23234,16.29843,5,8732.394366,0.383
48.23234,16.29843,5,8390.804598,0.3289
48.23234,16.29843,5,9338.842975,0.4791
48.21973,16.32671,182,6640.625,0.0517
48.23663,16.32581,41,10147.05882,0.6071
48.23386,16.29766,6,8514.705882,0.3485
48.23386,16.29766,6,12180.95238,0.9292
48.23386,16.29766,6,11077.77778,0.7545
48.23386,16.29766,6,9734.042553,0.5417
48.22699,16.32482,75,11410.25641,0.3145
48.22699,16.32482,75,9732.142857,0.1212
48.22699,16.32482,75,10535.71429,0.2138
48.22699,16.32482,75,10508.77193,0.2107
48.22699,16.32482,75,11315.78947,0.3037
48.23698,16.32501,38,10147.05882,0.169
48.23698,16.32501,38,8168.831169,-0.0589
48.23766,16.31758,29,11315.78947,0.3037
48.23766,16.31758,29,10000,0.1521
48.22237,16.34169,310,5353.846154,-0.3832
48.20634,16.32715,260,7983.870968,-0.0802
48.2862,16.34662,3,9432.432432,0.0181
48.2862,16.34662,3,10052.63158,0.085
48.2862,16.34662,3,13979.59184,0.5089
48.2862,16.34662,3,9483.333333,0.0236
48.2862,16.34662,3,8661.290323,-0.0652
48.26126,16.33337,5,9767.44186,0.0542
48.24012,16.34929,59,10638.29787,0.1482
48.25697,16.35775,16,10847.45763,0.1708
48.25697,16.35775,16,11647.05882,0.2571
48.25697,16.35775,16,14367.81609,0.5508
48.25697,16.35775,16,13297.87234,0.4353
48.25697,16.35775,16,12660.55046,1.1594
48.23912,16.36483,49,4782.608696,-0.1843
48.24167,16.37787,63,5469.512195,-0.0671
48.24506,16.37251,40,4204.819277,-0.2828
48.24506,16.37251,40,4774.647887,-0.1856
48.24506,16.37251,40,4211.538462,-0.2817
48.23088,16.37176,246,8535.714286,0.4559
48.22605,16.40166,154,6407.407407,0.0929
48.26058,16.38812,10,5500,-0.1572
48.26058,16.38812,10,5102.941176,-0.2181
48.26058,16.38812,10,5486.486486,-0.1593
48.26058,16.38812,10,5268.292683,-0.1927
48.26058,16.38812,10,5819.047619,-0.1083
48.28151,16.40996,7,5109.090909,-0.2171
48.28151,16.40996,7,4639.534884,-0.2891
48.26413,16.39492,15,5620.833333,-0.1387
48.28029,16.40731,6,4797.101449,-0.2649
48.2661,16.38547,16,5754.901961,-0.1182
48.2806,16.40721,6,5100,-0.2185
48.28151,16.40996,7,4720,-0.2767
48.28157,16.45788,3,7386.363636,0.1318
48.28151,16.40996,7,4827.160494,-0.2603
48.28706,16.41301,5,3814.814815,-0.4154
48.28151,16.40996,7,4716.049383,-0.2773
